sentence_1,sentence_2,label,source
"නමුත් උපතේ සිට ඹහු ඇස, කණ, දිව, නාසය, සම යන ඉන්ද්‍රීන් මගින් භාහිර ලෝකය ග්‍රහණය කරගනී",අන්තර්ජාලය හරහා තොරතුරු ඉක්මනින් ලබා ගත හැක,0.14,unrelated
එම ඉන්ද්‍රීන් මගින් ග්‍රහනය කරගන්නා ලෝකය මොළය මගින් ප්‍රත්‍යක්ෂ කර ගනී,සිතීමේ හැකියාව ඇති ජීවීන් කොටසක් මත විද්‍යාව තුලනය වෙමින් පවතී,0.15,unrelated
ගොවිතැන අපේ රටේ ප්‍රධාන ජීවනෝපාය මාර්ගයයි,කෘෂිකාර්මික කටයුතු ලාංකිකයන්ගේ ප්‍රමුඛතම ආර්ථික මාර්ගයයි,0.7,existing
ලංකාවේ ඉතිහාසය වසර දහස් ගණනක් ඈතට දිව යයි,ශ්‍රී ලංකාවේ වංශකතාව ඉතා ඈත අතීතයක සිට ආරම්භ වන්නකි,0.7,existing
තොරතුරු හුවමාරුව සඳහා නවීන තාක්ෂණය බෙහෙවින් උපකාරී වේ,වෛද්‍ය පර්යේෂණ මගින් මාරාන්තික රෝග සඳහා නව ඖෂධ සොයා ගනී,0.0,existing
ඔලිම්පික් උළෙල ලොව විශාලතම ක්‍රීඩා උත්සවය ලෙස සැලකේ,රට තුළ පවතින කර්මාන්ත දියුණු කිරීමෙන් නිෂ්පාදන ප්‍රමාණය වැඩි කර ගත හැකිය,0.03,unrelated
හිරු එළියෙන් විදුලිය නිපදවීම පරිසර හිතකාමී ක්‍රමයකි,සූර්ය කෝෂ මගින් බලශක්තිය ලබා ගැනීම ස්වභාවධර්මය සුරකින ක්‍රියාවකි,0.8,existing
රටක් දියුණු වීමට නම් මිනිසුන් අතර එකමුතුකම සහ සාමය තිබිය යුතුය,මිනිස් අයිතිවාසිකම්වලට ගරු කිරීම උසස් සමාජයක මූලික ගුණයකි,0.25,unrelated
සාගර දූෂණය නිසා මුහුදු ජීවීන් විනාශයට පත් වේ,සාගර දූෂණය නිසා මුහුදු ජීවීන් විනාශයට පත් වේ,1.0,identity
මෙම වචනය බෞද්ධ දර්ශනය තුලින් සිංහලයට පරිනාමය වූ වචනයකි,ජලය වියළීමෙන් පරිසරයට හානියක් සිදු විය හැක,0.16,unrelated
නවීන යන්ත්‍රෝපකරණ භාවිතයෙන් කෘෂිකාර්මික අස්වැන්න වැඩි කළ හැක,වැසි කාලයට ඩෙංගු රෝගය පැතිරීමේ අවදානම වැඩිය,0.13,unrelated
නිසි වේලාවට ආහාර ගැනීම ලෙඩ රෝගවලින් ආරක්ෂා වීමට මගකි,කාලයට කෑම බීම ගැනීමෙන් රෝග වැළඳීම වැළැක්විය හැක,0.8,existing
සාහිත්‍යය මගින් මිනිසාගේ චින්තනය සහ රසඥතාව වර්ධනය වේ,සාහිත්‍යය හරහා මිහේතුවෙන්ගේ චින්තනය සහ රසඥතාව වර්ධනය වන්නේය,0.73,paraphrase
පාරිසරික සමතුලිතතාවය රැක ගැනීම මතු පරපුර වෙනුවෙන් කරන ආයෝජනයකි,ශ්‍රී ලංකාව ඉන්දියන් සාගරයේ පිහිටි දූපතකි,0.25,unrelated
පුරාවිද්‍යාත්මක වටිනාකමක් ඇති බිම්වලට හානි කිරීම සිරදඬුවම් විඳිය හැකි අපරාධයකි,හිරු එළියෙන් විදුලිය නිපදවීම පරිසර හිතකාමී ක්‍රමයකි,0.01,unrelated
හිරු එළියෙන් විදුලිය නිපදවීම පරිසර හිතකාමී ක්‍රමයකි,ලෝකයේ පවතින දැවැන්තම ක්‍රීඩා තරඟාවලිය ඔලිම්පික් උළෙලයි,0.18,unrelated
රටක දියුණුව සඳහා ඉගෙනුම් ක්‍රියාවලිය අත්‍යවශ්‍ය සාධකයකි,දේශයක දියුණුව සඳහා ඉගෙනුම් ක්‍රියාවලිය අත්‍යවශ්‍ය සාධකයකි,0.82,paraphrase
මුහුදු ජලයට වස විස එකතු වීමෙන් සාගර පරිසර පද්ධතියට විශාල තර්ජනයක් වේ,පරිසරය සුරැකීම අප සැමගේ වගකීමකි,0.11,unrelated
පැරණි බිතුසිතුවම් මගින් අතීත සමාජයේ තොරතුරු හෙළි වේ,කෘතිම බුද්ධිය අනාගත ලෝකයේ ප්‍රධාන තාක්ෂණයකි,0.16,unrelated
දේශීය සංචාරක ස්ථාන ප්‍රවර්ධනය කිරීමෙන් රටට ආදායම් මාර්ග උදා වේ,සෞඛ්‍ය සම්පන්න දිවියකට ජලය පානය කිරීම වැදගත් වේ,0.16,unrelated
තම කැමැත්ත ප්‍රකාශ කිරීමට ඡන්දය පාවිච්චි කිරීම පුරවැසිකම හා බැඳුණු අයිතියකි,"ශ්‍රී ලංකාව සෙරන්ඩිබ්, සිලොන්, දීප්තිමත් දිවයින, ධර්ම දිවයින, ඉන්දියන් සාගරයේ මුතු ඇටය නමින්ද හදුන්වයි",0.29,unrelated
අධ්‍යාපනය රටක සංවර්ධනයට මූලික වේ,පැරණි බිතුසිතුවම් මගින් අතීත සමාජයේ තොරතුරු හෙළි වේ,0.0,existing
සාමය සහ සංහිඳියාව රටක දියුණුවට අත්‍යවශ්‍ය සාධක වේ,නිරෝගී දිවියකට පෝෂ්‍යදායී ආහාර වේලක් අත්‍යවශ්‍ය වේ,0.0,existing
කය වෙහෙසා කරන සෙල්ලම් මගින් ශාරීරික සුවය මෙන්ම මානසික සතුටද ලැබේ,කය වෙහෙසා කරන සෙල්ලම් මගින් ශාරීරික සුවය මෙන්ම මානසික සතුටද ලැබේ,1.0,identity
